序号,卫星NORAD,卫星intlid,卫星名称,发射时间,开始时间,结束时间,持续时长,阶段标定,轨道高度
,51104,22005A,,,20220415,20220419,4,C,424.756810
,51105,22005B,,,20220205,20220330,53,C,352.382433
,51105,22005B,,,20220415,20220419,4,C,423.552904
,51106,22005C,,,20220205,20220330,53,C,352.645205
,51106,22005C,,,20220415,20220419,4,C,427.762953
,51107,22005D,,,20220205,20220312,35,C,352.091813
,51108,22005E,,,20220205,20220207,2,C,352.470960
,51108,22005E,,,20220209,20220331,50,C,353.245643
,51108,22005E,,,20220416,20220419,3,C,423.216215
,51109,22005F,,,20220210,20220316,34,C,352.210289
,51110,22005G,,,20220205,20220207,2,C,352.359066
,51110,22005G,,,20220209,20220331,50,C,352.714924
,51110,22005G,,,20220416,20220420,4,C,426.549325
,51111,22005H,,,20220205,20220330,53,C,352.236498
,51111,22005H,,,20220415,20220419,4,C,425.384931
,51112,22005J,,,20220205,20220330,53,C,353.378652
,51112,22005J,,,20220415,20220419,4,C,422.454353
,51113,22005K,,,20220205,20220330,53,C,352.772456
,51113,22005K,,,20220415,20220419,4,C,427.428129
,51114,22005L,,,20220205,20220331,54,C,353.193132
,51114,22005L,,,20220415,20220419,4,C,422.855482
,51115,22005M,,,20220205,20220331,54,C,356.277157
,51115,22005M,,,20220415,20220419,4,C,425.427186
,51116,22005N,,,20220205,20220331,54,C,357.913502
,51116,22005N,,,20220415,20220419,4,C,428.097881
,51117,22005P,,,20220205,20220331,54,C,354.713886
,51117,22005P,,,20220415,20220419,4,C,424.086380
,51118,22005Q,,,20220205,20220331,54,C,356.593716
,51118,22005Q,,,20220415,20220419,4,C,425.762469
,51119,22005R,,,20220205,20220331,54,C,354.651066
,51119,22005R,,,20220415,20220419,4,C,423.751527
,51120,22005S,,,20220205,20220331,54,C,353.847350
,51120,22005S,,,20220415,20220419,4,C,423.075566
,51121,22005T,,,20220205,20220331,54,C,355.259829
,51121,22005T,,,20220415,20220419,4,C,424.421437
,51122,22005U,,,20220124,20220307,42,C,352.606658
,51122,22005U,,,20220323,20220330,7,C,352.388789
,51123,22005V,,,20220205,20220330,53,C,352.318645
,51123,22005V,,,20220415,20220519,34,C,542.507693
,51124,22005W,,,20220124,20220307,42,C,352.705916
,51124,22005W,,,20220323,20220330,7,C,422.519253
,51125,22005X,,,20220124,20220307,42,C,352.046632
,51125,22005X,,,20220323,20220330,7,C,425.804935
,51126,22005Y,,,20220205,20220310,33,C,357.678917
,51126,22005Y,,,20220325,20220331,6,C,424.561099
,51127,22005Z,,,20220205,20220310,33,C,357.307095
,51127,22005Z,,,20220325,20220331,6,C,424.162727
,51128,22005AA,,,20220205,20220206,1,C,348.529225
,51128,22005AA,,,20220209,20220308,27,C,353.556050
,51128,22005AA,,,20220324,20220329,5,C,422.841136
,51129,22005AB,,,20220216,20220306,18,C,354.584605
,51129,22005AB,,,20220322,20220328,6,C,425.371222
,51130,22005AC,,,20220205,20220308,31,C,354.627394
,51130,22005AC,,,20220324,20220329,5,C,423.252667
,51131,22005AD,,,20220205,20220308,31,C,353.909179
,51131,22005AD,,,20220323,20220330,7,C,424.693257
,51132,22005AE,,,20220205,20220308,31,C,354.273991
,51132,22005AE,,,20220323,20220330,7,C,425.068080
,51133,22005AF,,,20220205,20220308,31,C,353.191201
,51133,22005AF,,,20220323,20220330,7,C,423.956296
,51134,22005AG,,,20220210,20220317,35,C,352.515123
,51135,22005AH,,,20220205,20220207,2,C,353.016742
,51135,22005AH,,,20220209,20220308,27,C,352.822732
,51135,22005AH,,,20220324,20220330,6,C,423.581796
,51136,22005AJ,,,20220223,20220304,9,C,356.051731
,51136,22005AJ,,,20220305,20220308,3,C,360.011196
,51137,22005AK,,,20220205,20220309,32,C,356.112515
,51137,22005AK,,,20220324,20220331,7,C,427.141083
,51138,22005AL,,,20220205,20220308,31,C,352.527437
,51138,22005AL,,,20220324,20220330,6,C,423.207142
,51139,22005AM,,,20220206,20220309,31,C,355.384064
,51139,22005AM,,,20220325,20220330,5,C,421.218795
,51140,22005AN,,,20220206,20220309,31,C,356.478418
,51140,22005AN,,,20220325,20220330,5,C,422.864813
,51141,22005AP,,,20220206,20220309,31,C,354.653644
,51141,22005AP,,,20220325,20220330,5,C,422.319569
,51142,22005AQ,,,20220205,20220310,33,C,353.529627
,51143,22005AR,,,20220205,20220214,9,C,352.798344
,51143,22005AR,,,20220303,20220306,3,C,426.186148
,51144,22005AS,,,20220206,20220308,30,C,351.695341
,51144,22005AS,,,20220324,20220330,6,C,421.305828
,51145,22005AT,,,20220205,20220214,9,C,352.548975
,51145,22005AT,,,20220303,20220306,3,C,424.470606
,51146,22005AU,,,20220206,20220308,30,C,352.545092
,51146,22005AU,,,20220324,20220330,6,C,421.046386
,51147,22005AV,,,20220205,20220207,2,C,352.393775
,51147,22005AV,,,20220209,20220216,7,C,354.308066
,51147,22005AV,,,20220305,20220307,2,C,426.905173
,51148,22005AW,,,20220207,20220214,7,C,351.948343
,51148,22005AW,,,20220304,20220306,2,C,424.128147
,51149,22005AX,,,20220205,20220215,10,C,354.982658
,51149,22005AX,,,20220303,20220306,3,C,423.785616
,51150,22005AY,,,20220205,20220207,2,C,352.145518
,51150,22005AY,,,20220210,20220309,27,C,354.288704
,51150,22005AY,,,20220325,20220331,6,C,425.077627
,51151,22005AZ,,,20220205,20220215,10,C,354.314518
,51152,22005BA,,,20220205,20220215,10,C,354.648576
,51460,22010E,,,20220220,20220228,8,C,352.507994
,51461,22010F,,,20220220,20220228,8,C,352.523256
,51462,22010G,,,20220220,20220228,8,C,352.414925
,51463,22010H,,,20220220,20220228,8,C,352.483767
,51464,22010J,,,20220220,20220301,9,C,352.502744
,51465,22010K,,,20220220,20220301,9,C,352.413647
,51466,22010L,,,20220220,20220301,9,C,
,51467,22010M,,,20220220,20220301,9,C,352.881455
,51468,22010N,,,20220220,20220303,11,C,354.561469
,51469,22010P,,,20220220,20220303,11,C,354.465724
,51471,22010R,,,20220228,20220310,10,C,352.529330
,51472,22010S,,,20220221,20220303,10,C,354.196407
,51473,,,,20220227,20220315,16,C,
,51714,22016A,,,20220227,20220315,16,C,354.111079
,51715,22016B,,,20220227,20220315,16,C,353.012442
,51716,22016C,,,20220227,20220315,16,C,353.745947
,51717,22016D,,,20220227,20220315,16,C,353.381207
,51718,22016E,,,20220227,20220314,15,C,353.974991
,51719,22016F,,,20220227,20220314,15,C,352.478373
,51720,22016G,,,20220227,20220314,15,C,353.611313
,51721,22016H,,,20220227,20220315,16,C,352.952590
,51722,22016J,,,20220226,20220314,16,C,352.854203
,51724,22016L,,,20220226,20220314,16,C,353.101744
,51725,22016M,,,20220226,20220314,16,C,353.258645
,51726,22016N,,,20220227,20220405,37,C,352.661357
,51727,22016P,,,20220227,20220315,16,C,357.259334
,51728,22016Q,,,20220227,20220405,37,C,352.259955
,51729,22016R,,,20220227,20220405,37,C,353.091562
,51730,22016S,,,20220228,20220406,37,C,354.132725
,51731,22016T,,,20220228,20220406,37,C,355.227106
,51732,22016U,,,20220228,20220406,37,C,353.768007
,51733,22016V,,,20220228,20220406,37,C,354.497176
,51734,22016W,,,20220227,20220404,36,C,351.907361
,51735,22016X,,,20220227,20220406,38,C,353.403432
,51736,22016Y,,,20220227,20220404,36,C,352.282105
,51737,22016Z,,,20220227,20220404,36,C,351.998613
,51738,22016AA,,,20220227,20220405,37,C,353.633405
,51739,22016AB,,,20220227,20220405,37,C,354.727925
,51740,22016AC,,,20220227,20220405,37,C,352.907020
,51741,22016AD,,,20220227,20220405,37,C,353.998211
,51742,22016AE,,,20220228,20220404,35,C,352.350657
,51743,22016AF,,,20220228,20220424,55,C,353.384949
,51743,22016AF,,,20220509,20220513,4,C,422.433793
,51744,22016AG,,,20220228,20220404,35,C,352.470766
,51745,22016AH,,,20220228,20220404,35,C,352.301296
,51746,22016AJ,,,20220227,20220425,57,C,356.140967
,51746,22016AJ,,,20220509,20220513,4,C,421.929010
,51747,22016AK,,,20220228,20220404,35,C,352.312601
,51748,22016AL,,,20220227,20220425,57,C,356.116456
,51748,22016AL,,,20220509,20220513,4,C,420.770343
,51749,22016AM,,,20220228,20220404,35,C,352.069313
,51750,22016AN,,,20220228,20220424,55,C,353.337685
,51750,22016AN,,,20220509,20220513,4,C,420.089984
,51751,22016AP,,,20220228,20220424,55,C,353.248044
,51751,22016AP,,,20220509,20220513,4,C,421.349835
,51752,22016AQ,,,20220228,20220424,55,C,353.375436
,51752,22016AQ,,,20220509,20220513,4,C,420.962647
,51753,22016AR,,,20220228,20220424,55,C,353.093545
,51753,22016AR,,,20220509,20220513,4,C,420.161204
,51754,22016AS,,,20220228,20220424,55,C,353.316470
,51754,22016AS,,,20220509,20220513,4,C,419.176960
,51755,22016AT,,,20220228,20220424,55,C,353.028834
,51755,22016AT,,,20220509,20220513,4,C,419.559389
,51756,22016AU,,,20220227,20220425,57,C,356.038798
,51756,22016AU,,,20220510,20220515,5,C,422.611585
,51757,22016AV,,,20220227,20220425,57,C,356.026537
,51757,22016AV,,,20220510,20220515,5,C,422.032212
,51758,22016AW,,,20220227,20220425,57,C,356.014168
,51758,22016AW,,,20220510,20220515,5,C,421.609516
,51759,22016AX,,,20220227,20220425,57,C,356.001910
,51759,22016AX,,,20220510,20220515,5,C,421.479563
,51768,22017A,,,20220306,20220413,38,C,353.508610
,51769,22017B,,,20220306,20220413,38,C,353.483708
,51770,22017C,,,20220306,20220413,38,C,353.496327
,51771,22017D,,,20220306,20220413,38,C,353.471490
,51772,22017E,,,20220306,20220413,38,C,353.434689
,51773,22017F,,,20220306,20220413,38,C,353.459298
,51774,22017G,,,20220306,20220413,38,C,353.409852
,51775,22017H,,,20220306,20220413,38,C,353.447038
,51776,22017J,,,20220306,20220413,38,C,353.397440
,51777,22017K,,,20220306,20220413,38,C,353.422178
,51778,22017L,,,20220310,20220504,55,C,351.938557
,51779,22017M,,,20220306,20220413,38,C,353.384861
,51780,22017N,,,20220306,20220413,38,C,353.359790
,51781,22017P,,,20220306,20220413,38,C,353.372555
,51782,22017Q,,,20220306,20220318,12,C,351.719495
,51782,22017Q,,,20220403,20220410,7,C,421.470869
,51783,22017R,,,20220306,20220413,38,C,353.372018
,51783,22017R,,,20220428,20220501,3,C,424.037600
,51784,22017S,,,20220306,20220318,12,C,352.015466
,51784,22017S,,,20220403,20220410,7,C,421.097187
,51785,22017T,,,20220306,20220413,38,C,353.347524
,51785,22017T,,,20220428,20220501,3,C,423.484392
,51786,22017U,,,20220306,20220319,13,C,354.040735
,51786,22017U,,,20220403,20220410,7,C,420.339224
,51787,22017V,,,20220306,20220319,13,C,355.500631
,51787,22017V,,,20220403,20220410,7,C,421.844558
,51788,22017W,,,20220306,20220319,13,C,352.943644
,51788,22017W,,,20220403,20220410,7,C,421.007807
,51789,22017X,,,20220306,20220319,13,C,354.405385
,51789,22017X,,,20220403,20220410,7,C,420.723440
,51790,22017Y,,,20220306,20220319,13,C,352.665058
,51790,22017Y,,,20220403,20220410,7,C,420.143028
,51791,22017Z,,,20220306,20220319,13,C,353.675860
,51791,22017Z,,,20220403,20220410,7,C,420.002390
,51792,22017AA,,,20220306,20220319,13,C,354.245519
,51792,22017AA,,,20220403,20220410,7,C,419.305137
,51793,22017AB,,,20220306,20220319,13,C,353.311121
,51793,22017AB,,,20220403,20220410,7,C,420.161053
,51794,22017AC,,,20220306,20220319,13,C,352.319145
,51794,22017AC,,,20220403,20220410,7,C,419.730083
,51795,22017AD,,,20220306,20220319,13,C,352.563925
,51795,22017AD,,,20220404,20220410,6,C,419.184568
,51796,22017AE,,,20220306,20220318,12,C,352.859372
,51796,22017AE,,,20220403,20220409,6,C,420.284971
,51797,22017AF,,,20220306,20220318,12,C,352.266454
,51797,22017AF,,,20220402,20220410,8,C,419.596826
,51798,22017AG,,,20220306,20220318,12,C,353.221048
,51798,22017AG,,,20220403,20220409,6,C,419.486137
,51799,22017AH,,,20220306,20220319,13,C,351.741077
,51799,22017AH,,,20220403,20220409,6,C,419.809061
,51800,22017AJ,,,20220306,20220318,12,C,352.622870
,51800,22017AJ,,,20220403,20220409,6,C,419.402664
,51801,22017AK,,,20220306,20220318,12,C,352.785340
,51801,22017AK,,,20220403,20220409,6,C,420.745806
,51802,22017AL,,,20220306,20220319,13,C,352.609477
,51802,22017AL,,,20220403,20220409,6,C,419.772711
,51803,22017AM,,,20220307,20220318,11,C,352.963979
,51803,22017AM,,,20220403,20220410,7,C,422.440386
,51804,22017AN,,,20220306,20220504,59,C,351.839336
,51804,22017AN,,,20220520,20220523,3,C,421.588035
,51805,22017AP,,,20220306,20220505,60,C,353.347394
,51806,22017AQ,,,20220307,20220412,36,C,352.561898
,51806,22017AQ,,,20220428,20220501,3,C,422.017801
,51807,22017AR,,,20220307,20220413,37,C,353.588468
,51807,22017AR,,,20220428,20220501,3,C,423.164344
,51808,22017AS,,,20220307,20220413,37,C,353.551046
,51808,22017AS,,,20220428,20220501,3,C,420.859450
,51809,22017AT,,,20220307,20220413,37,C,353.576045
,51809,22017AT,,,20220428,20220501,3,C,422.584669
,51810,22017AU,,,20220306,20220505,60,C,353.336454
,51810,22017AU,,,20220519,20220522,3,C,421.337703
,51811,22017AV,,,20220306,20220413,38,C,353.563370
,51811,22017AV,,,20220428,20220501,3,C,421.438705
,51812,22017AW,,,20220306,20220505,60,C,353.439678
,51812,22017AW,,,20220519,20220522,3,C,420.221409
,51813,22017AX,,,20220306,20220505,60,C,353.218848
,51814,22017AY,,,20220306,20220505,60,C,353.295344
,51814,22017AY,,,20220519,20220522,3,C,419.406208
,51815,22017AZ,,,20220306,20220505,60,C,353.439338
,51815,22017AZ,,,20220519,20220522,3,C,420.355825
,51816,22017BA,,,20220306,20220505,60,C,353.370761
,51816,22017BA,,,20220519,20220522,3,C,419.831037
,51852,22022A,,,20220311,20220322,11,C,352.976405
,51853,22022B,,,20220311,20220322,11,C,352.644196
,51854,22022C,,,20220311,20220322,11,C,352.852647
,51855,22022D,,,20220311,20220322,11,C,352.227746
,51856,22022E,,,20220311,20220322,11,C,352.785274
,51857,22022F,,,20220311,20220322,11,C,352.053464
,51858,22022G,,,20220311,20220322,11,C,351.826150
,51859,22022H,,,20220312,20220407,26,C,351.843831
,51859,22022H,,,20220423,20220502,9,C,419.893558
,51860,22022J,,,20220312,20220407,26,C,352.374910
,51860,22022J,,,20220423,20220502,9,C,419.670151
,51861,22022K,,,20220312,20220407,26,C,352.291427
,51861,22022K,,,20220423,20220502,9,C,419.829662
,51862,22022L,,,20220312,20220407,26,C,352.327983
,51862,22022L,,,20220423,20220502,9,C,419.687840
,51863,22022M,,,20220312,20220407,26,C,352.281502
,51863,22022M,,,20220423,20220502,9,C,419.431377
,51864,22022N,,,20220312,20220407,26,C,351.667434
,51864,22022N,,,20220423,20220502,9,C,420.778362
,51865,22022P,,,20220312,20220407,26,C,352.294599
,51865,22022P,,,20220423,20220502,9,C,419.555072
,51866,22022Q,,,20220312,20220407,26,C,352.384922
,51866,22022Q,,,20220423,20220502,9,C,419.729539
,51867,22022R,,,20220312,20220407,26,C,352.443261
,51867,22022R,,,20220423,20220502,9,C,419.819151
,51868,22022S,,,20220312,20220407,26,C,352.504577
,51868,22022S,,,20220423,20220502,9,C,419.429561
,51869,22022T,,,20220312,20220407,26,C,352.464986
,51869,22022T,,,20220423,20220502,9,C,419.797918
,51870,22022U,,,20220312,20220407,26,C,352.431401
,51870,22022U,,,20220423,20220502,9,C,419.764031
,51871,22022V,,,20220312,20220407,26,C,352.380991
,51871,22022V,,,20220423,20220502,9,C,419.712402
,51872,22022W,,,20220312,20220407,26,C,352.316166
,51872,22022W,,,20220423,20220502,9,C,419.698129
,51873,22022X,,,20220312,20220407,26,C,352.354973
,51873,22022X,,,20220423,20220502,9,C,419.483732
,51874,22022Y,,,20220312,20220407,26,C,352.425430
,51874,22022Y,,,20220423,20220502,9,C,419.721583
,51875,22022Z,,,20220312,20220407,26,C,352.445947
,51875,22022Z,,,20220423,20220502,9,C,419.601813
,51876,22022AA,,,20220312,20220407,26,C,352.282653
,51876,22022AA,,,20220423,20220502,9,C,419.567407
,51877,22022AB,,,20220312,20220504,53,C,354.122925
,51877,22022AB,,,20220519,20220521,2,C,420.291860
,51878,22022AC,,,20220312,20220407,26,C,352.440311
,51878,22022AC,,,20220423,20220502,9,C,419.699174
,51879,22022AD,,,20220312,20220504,53,C,354.098141
,51879,22022AD,,,20220519,20220521,2,C,419.173272
,51880,22022AE,,,20220312,20220408,27,C,352.840506
,51880,22022AE,,,20220423,20220503,10,C,421.806163
,51881,22022AF,,,20220312,20220504,53,C,354.073192
,51881,22022AF,,,20220519,20220521,2,C,419.799353
,51882,22022AG,,,20220312,20220504,53,C,354.110347
,51882,22022AG,,,20220519,20220521,2,C,421.614861
,51883,22022AH,,,20220312,20220504,53,C,354.048640
,51883,22022AH,,,20220519,20220521,2,C,419.741535
,51884,22022AJ,,,20220312,20220504,53,C,354.085732
,51884,22022AJ,,,20220519,20220521,2,C,418.853602
,51885,22022AK,,,20220312,20220504,53,C,354.024014
,51885,22022AK,,,20220519,20220521,2,C,419.800792
,51886,22022AL,,,20220312,20220504,53,C,354.060772
,51886,22022AL,,,20220519,20220521,2,C,419.721367
,51887,22022AM,,,20220312,20220504,53,C,354.011617
,51887,22022AM,,,20220519,20220521,2,C,419.833512
,51888,22022AN,,,20220312,20220504,53,C,354.036548
,51888,22022AN,,,20220519,20220521,2,C,419.819492
,51889,22022AP,,,20220312,20220504,53,C,353.974429
,51889,22022AP,,,20220519,20220521,2,C,419.666194
,51890,22022AQ,,,20220312,20220504,53,C,353.999323
,51890,22022AQ,,,20220519,20220521,2,C,419.613483
,51891,22022AR,,,20220312,20220504,53,C,353.962172
,51891,22022AR,,,20220519,20220521,2,C,419.740336
,51892,22022AS,,,20220312,20220504,53,C,353.986868
,51892,22022AS,,,20220519,20220521,2,C,419.651567
,51893,22022AT,,,20220312,20220504,53,C,353.937341
,51893,22022AT,,,20220519,20220521,2,C,419.932677
,51894,22022AU,,,20220312,20220504,53,C,353.949632
,51894,22022AU,,,20220519,20220521,2,C,419.727956
,51895,22022AV,,,20220312,20220504,53,C,353.913053
,51895,22022AV,,,20220519,20220521,2,C,419.845733
,51896,22022AW,,,20220312,20220504,53,C,353.925061
,51896,22022AW,,,20220519,20220521,2,C,419.774770
,51897,22022AX,,,20220312,20220504,53,C,353.900461
,51897,22022AX,,,20220519,20220521,2,C,419.701575
,51898,22022AY,,,20220312,20220504,53,C,353.888080
,51898,22022AY,,,20220519,20220521,2,C,419.676628
,51956,22025A,,,20220321,20220423,33,C,353.683708
,51956,22025A,,,20220508,20220512,4,C,426.605451
,51957,22025B,,,20220321,20220423,33,C,353.572899
,51957,22025B,,,20220508,20220512,4,C,423.704884
,51958,22025C,,,20220321,20220423,33,C,353.404784
,51958,22025C,,,20220508,20220512,4,C,426.025295
,51959,22025D,,,20220321,20220423,33,C,353.308470
,51959,22025D,,,20220508,20220512,4,C,424.284859
,51960,22025E,,,20220321,20220423,33,C,353.552474
,51960,22025E,,,20220508,20220512,4,C,423.125288
,51961,22025F,,,20220321,20220423,33,C,353.494033
,51961,22025F,,,20220508,20220512,4,C,425.445125
,51962,22025G,,,20220321,20220423,33,C,353.572924
,51962,22025G,,,20220508,20220512,4,C,422.123714
,51963,22025H,,,20220321,20220423,33,C,353.126293
,51963,22025H,,,20220508,20220512,4,C,424.864829
,51964,22025J,,,20220321,20220423,33,C,353.726934
,51964,22025J,,,20220508,20220512,4,C,420.834050
,51965,22025K,,,20220321,20220423,33,C,353.264978
,51965,22025K,,,20220508,20220512,4,C,422.545680
,51966,22025L,,,20220321,20220423,33,C,353.611854
,51966,22025L,,,20220508,20220512,4,C,420.141070
,51967,22025M,,,20220321,20220423,33,C,353.541534
,51968,22025N,,,20220321,20220423,33,C,353.435608
,51968,22025N,,,20220508,20220512,4,C,420.429944
,51969,22025P,,,20220321,20220423,33,C,353.838974
,51969,22025P,,,20220508,20220512,4,C,421.413006
,51970,22025Q,,,20220321,20220423,33,C,353.688957
,51970,22025Q,,,20220508,20220512,4,C,419.746053
,51971,22025R,,,20220321,20220423,33,C,353.824740
,51971,22025R,,,20220508,20220512,4,C,420.236210
,51972,22025S,,,20220321,20220423,33,C,353.408951
,51972,22025S,,,20220508,20220512,4,C,419.584787
,51973,22025T,,,20220321,20220423,33,C,353.812794
,51973,22025T,,,20220508,20220512,4,C,419.707009
,51974,22025U,,,20220331,20220422,22,C,352.337706
,51975,22025V,,,20220321,20220423,33,C,353.788113
,51975,22025V,,,20220508,20220513,5,C,421.455242
,51976,22025W,,,20220321,20220402,12,C,354.037112
,51976,22025W,,,20220417,20220421,4,C,423.104219
,51977,22025X,,,20220331,20220515,45,C,354.215816
,51978,22025Y,,,20220321,20220402,12,C,352.949314
,51979,22025Z,,,20220321,20220402,12,C,354.389847
,51979,22025Z,,,20220418,20220420,2,C,420.565441
,51980,22025AA,,,20220321,20220402,12,C,353.268650
,51981,22025AB,,,20220321,20220402,12,C,353.683914
,51982,22025AC,,,20220320,20220402,13,C,353.338112
,51983,22025AD,,,20220320,20220402,13,C,353.331494
,51984,22025AE,,,20220320,20220402,13,C,357.563013
,51984,22025AE,,,20220416,20220420,4,C,420.540120
,51985,22025AF,,,20220320,20220402,13,C,352.643103
,51986,22025AG,,,20220320,20220402,13,C,356.832070
,51986,22025AG,,,20220416,20220420,4,C,420.027466
,51987,22025AH,,,20220320,20220402,13,C,358.293342
,51987,22025AH,,,20220416,20220420,4,C,421.255998
,51988,22025AJ,,,20220320,20220402,13,C,356.466966
